date,year,district,mean_rainfall_mm,max_rainfall_mm,min_rainfall_mm,valid_cells_count,nodata_cells_count,total_district_cells,aggregation_method,source_type
2014-08-24,2014,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-25,2014,Kangra,0.12,1.31,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-25,2014,Mandi,0.15,1.31,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-25,2014,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-25,2014,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-26,2014,Kangra,0.06,0.52,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-26,2014,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-26,2014,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-26,2014,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-27,2014,Kangra,0.14,2.40,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-27,2014,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-27,2014,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-27,2014,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-28,2014,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-28,2014,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-28,2014,Kullu,0.07,0.33,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-28,2014,Shimla,0.85,6.02,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-29,2014,Kangra,0.48,6.36,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-29,2014,Mandi,1.74,10.05,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-29,2014,Kullu,0.93,1.47,0.17,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-29,2014,Shimla,1.09,2.56,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-30,2014,Kangra,0.79,5.19,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-30,2014,Mandi,1.32,3.43,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-30,2014,Kullu,1.85,5.19,0.33,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-30,2014,Shimla,0.54,2.12,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-31,2014,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-31,2014,Mandi,0.36,2.32,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-31,2014,Kullu,0.22,1.37,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-08-31,2014,Shimla,0.78,2.44,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-01,2014,Kangra,8.15,58.33,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-01,2014,Mandi,12.41,44.11,4.91,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-01,2014,Kullu,5.03,9.84,1.81,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-01,2014,Shimla,7.16,16.47,1.14,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-02,2014,Kangra,2.99,24.22,0.19,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-02,2014,Mandi,5.11,23.41,0.44,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-02,2014,Kullu,3.54,13.94,0.82,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-02,2014,Shimla,15.95,28.00,6.12,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-03,2014,Kangra,8.65,26.67,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-03,2014,Mandi,5.91,14.82,0.41,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-03,2014,Kullu,10.42,24.18,3.29,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-03,2014,Shimla,3.42,6.71,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-04,2014,Kangra,10.24,33.18,0.84,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-04,2014,Mandi,2.02,4.81,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-04,2014,Kullu,2.60,6.00,0.86,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-04,2014,Shimla,2.27,5.13,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-05,2014,Kangra,14.80,51.05,1.73,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-05,2014,Mandi,2.89,9.21,0.17,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-05,2014,Kullu,5.33,18.17,0.67,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-05,2014,Shimla,1.87,4.50,0.17,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-06,2014,Kangra,23.82,78.28,9.63,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-06,2014,Mandi,18.50,43.50,10.92,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-06,2014,Kullu,15.61,24.18,9.53,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-06,2014,Shimla,24.30,62.05,9.30,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-07,2014,Kangra,0.64,3.20,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-07,2014,Mandi,2.33,10.61,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-07,2014,Kullu,2.00,3.89,0.72,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-07,2014,Shimla,5.78,25.52,0.87,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-08,2014,Kangra,1.79,10.99,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-08,2014,Mandi,2.57,6.28,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-08,2014,Kullu,2.60,5.87,0.61,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-08,2014,Shimla,5.40,15.26,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-09,2014,Kangra,10.59,60.00,0.52,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-09,2014,Mandi,17.96,79.33,1.52,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-09,2014,Kullu,9.83,21.98,1.60,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-09,2014,Shimla,2.39,8.60,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-10,2014,Kangra,0.90,7.20,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-10,2014,Mandi,1.11,7.20,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-10,2014,Kullu,0.69,3.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-10,2014,Shimla,0.39,1.35,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-11,2014,Kangra,0.24,1.96,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-11,2014,Mandi,0.24,1.96,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-11,2014,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-11,2014,Shimla,0.79,4.09,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-12,2014,Kangra,6.27,17.55,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-12,2014,Mandi,5.50,16.17,0.37,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-12,2014,Kullu,2.81,5.99,0.41,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-12,2014,Shimla,4.58,18.18,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-13,2014,Kangra,1.33,6.55,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-13,2014,Mandi,1.74,6.55,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-13,2014,Kullu,1.86,4.86,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-13,2014,Shimla,0.22,0.62,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-14,2014,Kangra,1.18,6.33,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-14,2014,Mandi,0.37,2.33,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-14,2014,Kullu,0.82,3.79,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-14,2014,Shimla,0.59,3.81,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-15,2014,Kangra,1.56,10.14,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-15,2014,Mandi,1.71,8.70,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-15,2014,Kullu,0.50,2.03,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-15,2014,Shimla,0.43,2.94,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-16,2014,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-16,2014,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-16,2014,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-16,2014,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-17,2014,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-17,2014,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-17,2014,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-17,2014,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-18,2014,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-18,2014,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-18,2014,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-18,2014,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-19,2014,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-19,2014,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-19,2014,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-19,2014,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-20,2014,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-20,2014,Mandi,0.05,0.50,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-20,2014,Kullu,0.08,0.52,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-20,2014,Shimla,0.14,0.86,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-21,2014,Kangra,4.31,22.18,0.27,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-21,2014,Mandi,3.42,10.72,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-21,2014,Kullu,1.53,5.59,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-21,2014,Shimla,1.76,5.53,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-22,2014,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-22,2014,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-22,2014,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-22,2014,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-23,2014,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-23,2014,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-23,2014,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-23,2014,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-24,2014,Kangra,0.41,2.94,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-24,2014,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2014-09-24,2014,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
